id,market,ticker,start,end
4224,Will James Mattis be Secretary of Defense at end of day June 30?,MATTIS.063018,2018-03-19T20:00:00Z,2018-07-01T14:37:15Z
4223,Will David Shulkin be VA Secretary at end of day June 30?,SHULKIN.063018,2018-03-19T20:00:00Z,2018-07-01T14:36:15Z
4222,Will Wilbur Ross be Secretary of Commerce at end of day June 30?,ROSS.063018,2018-03-19T20:00:00Z,2018-07-01T14:35:14Z
4221,Will H. R. McMaster be National Security Advisor at end of day June 30?,MCMASTER.063018,2018-03-19T20:00:00Z,2018-07-01T14:34:14Z
4220,Will Jeff Sessions be Attorney General at end of day June 30?,SESSIONS.063018,2018-03-19T20:00:00Z,2018-07-01T14:33:14Z
4163,Will Netanyahu be indicted by June 30?,NETA.CHARGES.063018,2018-02-22T19:00:00Z,2018-07-01T14:32:12Z
4102,Will Christopher Wray be director of the FBI on June 30?,WRAY.063018,2018-01-30T19:00:00Z,2018-07-01T14:31:11Z
4095,Will Rod Rosenstein be Deputy Attorney General on June 30?,ROSENSTEIN.063018,2018-01-29T19:00:00Z,2018-07-01T14:30:10Z
4054,Will Concealed Carry Reciprocity Act be enacted by June 30?,CCRA.063018,2018-01-16T19:00:00Z,2018-07-01T14:29:06Z
4040,"Will James Comey testify before Congress by June 30, 2018?",COMEY.063018,2018-01-10T19:00:00Z,2018-07-01T14:28:06Z
3981,"Will Robert Mueller be replaced as Special Counsel by June 30, 2018?",MUELLER.063018,2017-12-18T19:00:00Z,2018-07-01T14:27:05Z
3973,Will Mike Pompeo be Secretary of State at end of day June 30?,POMPEO.063018,2018-03-19T20:00:00Z,2018-07-01T14:26:02Z
3964,"Will an additional Special Counsel be appointed by June 30, 2018?",2NDCOUNSEL.063018,2017-12-12T19:00:00Z,2018-07-01T14:25:02Z
3842,Will a federal criminal charge against Tony Podesta be confirmed by June 30?,TPOD.FEDCHARGES.063018,2017-11-01T20:00:00Z,2018-07-01T14:24:01Z
3838,"Will a federal charge against Hillary Clinton be confirmed by June 30, 2018?",HRC.FEDCHARGES.063018,2017-11-01T20:00:00Z,2018-07-01T14:23:00Z
3769,"Will the United States recognize Catalan independence by June 30, 2018?",US.CATALAN.063018,2017-10-08T20:00:00Z,2018-07-01T14:21:55Z
4546,Will People's Alliance win a majority in Turkish parliamentary election?,PA.TURKEY2018,2018-06-21T20:00:00Z,2018-06-30T08:14:53Z
4542,What will Trump's RCP average job approval be at end of day June 29?,TA.062918,2018-06-21T20:00:00Z,2018-06-30T08:13:53Z
4455,Who will win the 2018 Maine Democratic gubernatorial primary?,DNOM.MEGOV18,2018-05-29T20:00:00Z,2018-06-30T08:12:51Z
4457,Who will place first in the 2018 primary for California's 39th District?,1ST.CA39.2018,2018-05-29T20:00:00Z,2018-06-29T16:58:19Z
4554,Will a @realDonaldTrump tweet mention 'Red Hen' by noon June 29?,RED.RDT.062918,2018-06-25T20:00:00Z,2018-06-29T12:55:10Z
4553,Will a @realDonaldTrump tweet mention 'witch hunt' by noon June 29?,WITCH.RDT.062918,2018-06-25T20:00:00Z,2018-06-29T12:54:10Z
4544,How many tweets will @vp post from noon June 22 to noon June 29?,VPTWEET.062918,2018-06-22T08:00:00Z,2018-06-29T12:53:09Z
4543,How many tweets will @potus post from noon June 22 to noon June 29?,POTUS.062918,2018-06-22T08:00:00Z,2018-06-29T12:52:04Z
4539,How many tweets will @whitehouse post from noon June 21 to noon June 28?,WH.062818,2018-06-21T08:00:00Z,2018-06-28T12:10:11Z
4537,Will Trump's Rasmussen approval be 48% or higher on June 27?,RAS.062718,2018-06-19T20:00:00Z,2018-06-28T09:46:01Z
4536,What will Democrats' 538 Congressional polling edge be for June 27?,C538.062718,2018-06-19T20:00:00Z,2018-06-28T09:45:00Z
3759,Will SCOTUS overrule public sector union decision in Janus case by 7/31?,JANUS.SCOTUS.2018,2017-10-04T20:00:00Z,2018-06-27T12:18:16Z
4535,How many tweets will @realDonaldTrump post from noon June 20 to noon June 27?,RDTS.062718,2018-06-20T08:00:00Z,2018-06-27T12:17:15Z
4551,Who will win the 2018 Mississippi Democratic Senate primary runoff?,DNOM.MSSEN18,2018-06-24T20:00:00Z,2018-06-27T09:57:03Z
4549,Who will win the 2018 Democratic primary for New York's 21st District?,DNOM.NY21.2018,2018-06-24T20:00:00Z,2018-06-27T09:56:03Z
4541,What will the margin be in the 2018 Democratic primary in NY's 12th district?,RMOV.NY12.2018,2018-06-20T20:00:00Z,2018-06-27T09:55:01Z
4533,Who will win the 2018 Democratic primary for New York's 12th District?,DNOM.NY12.2018,2018-06-18T20:00:00Z,2018-06-27T09:54:00Z
4515,Who will win the 2018 Democratic primary for Maryland's 6th District?,DNOM.MD06.2018,2018-06-13T20:00:00Z,2018-06-27T09:52:59Z
4514,Who will win the 2018 Democratic primary for New York's 19th District?,DNOM.NY19.2018,2018-06-13T20:00:00Z,2018-06-27T09:51:57Z
4513,Who will win the 2018 Democratic primary for New York's 14th District?,DNOM.NY14.2018,2018-06-12T20:00:00Z,2018-06-27T09:50:56Z
4511,Who will win the Democratic primary runoff for South Carolina's 7th District?,DNOM.SC07.2018,2018-06-12T20:00:00Z,2018-06-27T09:49:54Z
4510,Who will win the Democratic primary runoff for South Carolina's 4th District?,DNOM.SC04.2018,2018-06-12T20:00:00Z,2018-06-27T09:48:53Z
4509,Who will win the Democratic primary runoff for South Carolina's 2nd District?,DNOM.SC02.2018,2018-06-12T20:00:00Z,2018-06-27T09:47:53Z
4490,Who will win the 2018 Colorado Democratic gubernatorial primary?,DNOM.COGOV18,2018-06-06T20:00:00Z,2018-06-27T09:46:52Z
4480,Who will win the 2018 Republican primary for South Carolina's 4th District?,RNOM.SC04.2018,2018-06-04T20:00:00Z,2018-06-27T09:45:51Z
4463,Who will win the 2018 South Carolina Republican gubernatorial primary?,RNOM.SCGOV18,2018-05-30T20:00:00Z,2018-06-27T09:44:49Z
4428,Who will win the 2018 Republican primary for New York's 11th District?,RNOM.NY11.2018,2018-05-21T20:00:00Z,2018-06-27T09:43:47Z
4097,Who will win the 2018 Maryland Democratic gubernatorial primary?,DNOM.MDGOV18,2018-01-29T19:00:00Z,2018-06-27T09:42:45Z
3637,Will Orrin Hatch win the 2018 Utah Republican Senate primary?,HATC.GOP.UTSEN18,2017-08-30T20:00:00Z,2018-06-27T09:41:42Z
3572,Will Steny Hoyer win the Democratic primary for Maryland's 5th District?,HOYE.DEM.MD05.2018,2017-08-08T20:00:00Z,2018-06-27T09:40:42Z
3122,Who will win the 2018 Utah Republican Senate primary?,RNOM.UTSEN18,2017-03-29T20:00:00Z,2018-06-27T09:39:41Z
4545,Will Erdoğan win outright majority in 1st round Turkish presidential election?,MAJ.TURKEY2018,2018-06-21T20:00:00Z,2018-06-26T10:51:46Z
4523,What will Trump's 538 job approval index be for June 25?,538.062518,2018-06-17T20:00:00Z,2018-06-26T10:50:46Z
4481,Who will place second in the 2018 primary for California's 48th District?,2ND.CA48.2018,2018-06-04T20:00:00Z,2018-06-25T14:23:03Z
4528,Who will be the first guest on Meet the Press on June 24?,MTP.062418,2018-06-17T20:00:00Z,2018-06-24T16:06:18Z
4534,Will the House pass Border Security and Immigration Reform Act by Friday?,BSIRA.HPASS.062218,2018-06-18T20:00:00Z,2018-06-23T11:41:20Z
4527,Will the House pass DACA bill H.R. 4760 by Friday?,4760HPASS.062218,2018-06-17T20:00:00Z,2018-06-23T11:40:18Z
4518,What will Trump's RCP average job approval be at end of day June 22?,TA.062218,2018-06-14T20:00:00Z,2018-06-23T11:39:18Z
4495,Will the House vote on DACA bill H.R. 4760 in 2018?,4760HVOTE.2018,2018-06-07T20:00:00Z,2018-06-23T11:38:17Z
4520,How many tweets will @potus post from noon June 15 to noon June 22?,POTUS.062218,2018-06-15T08:00:00Z,2018-06-22T12:18:31Z
4519,How many tweets will @vp post from noon June 15 to noon June 22?,VPTWEET.062218,2018-06-15T08:00:00Z,2018-06-22T12:17:27Z
4449,Will the House pass the Farm Bill by June 30?,H.FARM.063018,2018-05-28T20:00:00Z,2018-06-21T18:04:47Z
4512,How many tweets will @whitehouse post from noon June 14 to noon June 21?,WH.062118,2018-06-14T08:00:00Z,2018-06-21T12:27:36Z
4508,Will Trump's Rasmussen approval be 49% or higher on June 20?,RAS.062018,2018-06-12T20:00:00Z,2018-06-21T08:33:24Z
4507,What will Democrats' 538 Congressional polling edge be for June 20?,C538.062018,2018-06-12T20:00:00Z,2018-06-21T08:32:23Z
4506,How many tweets will @realDonaldTrump post from noon June 13 to noon June 20?,RDTS.062018,2018-06-13T08:00:00Z,2018-06-20T12:13:40Z
4517,Will DC voters approve tipped wage initiative on June 19?,DCWAGE.2018,2018-06-13T20:00:00Z,2018-06-20T07:32:22Z
4532,Will Horowitz mention 'tarmac' in open House hearing Tuesday?,TAR.HORO.061918,2018-06-18T20:00:00Z,2018-06-19T22:54:04Z
4531,Will Horowitz mention 'collusion' in open House hearing Tuesday?,COL.HORO.061918,2018-06-18T20:00:00Z,2018-06-19T22:53:04Z
4182,Who will be elected president of Colombia in 2018?,COLOMBIA.2018,2018-02-28T19:00:00Z,2018-06-19T16:24:51Z
4499,What will Trump's 538 job approval index be for June 18?,538.061818,2018-06-10T20:00:00Z,2018-06-19T08:42:34Z
4522,Will Horowitz mention 'insubordination' in open Senate hearing Monday?,INS.HORO.061818,2018-06-14T20:00:00Z,2018-06-18T17:30:02Z
4521,Will Horowitz mention 'gross negligence' in open Senate hearing Monday?,NEG.HORO.061818,2018-06-14T20:00:00Z,2018-06-18T17:29:02Z
4503,What will the margin be in the 2018 Republican primary in SC's 1st district?,RMOV.SC01.2018,2018-06-10T20:00:00Z,2018-06-18T17:28:01Z
3639,"Will SCOTUS overturn gerrymandering ruling in Gill v. Whitford by July 31, 2018?",GILL.SCOTUS.2018,2017-09-06T20:00:00Z,2018-06-18T12:20:50Z
4483,Who will be the first guest on Meet the Press on June 17?,MTP.061718,2018-06-07T20:01:00Z,2018-06-17T13:28:03Z
4491,What will Trump's RCP average job approval be at end of day June 15?,TA.061518,2018-06-07T20:00:00Z,2018-06-16T09:29:04Z
4494,How many tweets will @vp post from noon June 8 to noon June 15?,VPTWEET.061518,2018-06-08T08:00:00Z,2018-06-15T12:38:20Z
4493,How many tweets will @potus post from noon June 8 to noon June 15?,POTUS.061518,2018-06-08T08:00:00Z,2018-06-15T12:37:15Z
4504,What will the average viewership be for Hannity on June 12?,VIEWERS.HANNITY061218,2018-06-11T20:00:00Z,2018-06-15T07:13:02Z
4375,What will the margin be in the 2018 Indiana Republican Senate primary?,RMOV.INSEN18,2018-05-02T20:00:00Z,2018-06-14T15:56:30Z
4487,How many tweets will @whitehouse post from noon June 7 to noon June 14?,WH.061418,2018-06-07T08:00:00Z,2018-06-14T12:27:21Z
4485,Will Trump's Rasmussen approval be 49% or higher on June 13?,RAS.060613,2018-06-05T20:00:00Z,2018-06-14T09:13:11Z
4482,What will Democrats' 538 Congressional polling edge be for June 13?,C538.061318,2018-06-05T20:00:00Z,2018-06-14T09:12:10Z
4473,Who will be elected San Francisco mayor in 2018 special election?,SF.2018,2018-06-03T20:00:00Z,2018-06-14T09:11:09Z
4443,Will the Fed maintain 12-month inflation expectation language in June statement?,FOMC.JUN18,2018-05-24T20:00:00Z,2018-06-13T15:12:31Z
4484,How many tweets will @realDonaldTrump post from noon June 6 to noon June 13?,RDTS.061318,2018-06-06T08:00:00Z,2018-06-13T12:33:25Z
4502,Who will win the 2018 Republican primary for South Carolina's 1st District?,RNOM.SC01.2018,2018-06-10T20:00:00Z,2018-06-13T09:16:11Z
4498,What will the margin be in 1st round SC Democratic gubernatorial primary?,DMOV.SCGOV18,2018-06-07T20:00:00Z,2018-06-13T09:15:10Z
4497,What will the margin of victory be in the 2018 Virginia Republican Senate primary?,RMOV.VASEN18,2018-06-07T20:00:00Z,2018-06-13T09:14:08Z
4489,Who will win the 2018 Democratic primary for Virginia's 7th District?,DNOM.VA07.2018,2018-06-06T20:00:00Z,2018-06-13T09:13:06Z
4488,Who will win the 2018 Democratic primary for Virginia's 10th District?,DNOM.VA10.2018,2018-06-06T20:00:00Z,2018-06-13T09:12:05Z
4470,Who will win the 2018 Democratic primary for Nevada's 4th District?,DNOM.NV04.2018,2018-05-31T20:00:00Z,2018-06-13T09:11:04Z
4456,Who will win the 2018 Maine Republican gubernatorial primary?,RNOM.MEGOV18,2018-05-29T20:00:00Z,2018-06-13T09:10:03Z
4327,Who will win the 2018 Virginia Republican Senate primary?,RNOM.VASEN18,2018-04-18T20:00:00Z,2018-06-13T09:09:02Z
3575,Will Scott Taylor win the Republican primary for Virginia's 2nd District?,TAYL.GOP.VA02.2018,2017-08-09T20:00:00Z,2018-06-13T09:05:00Z
4501,Will the United States be a 2026 World Cup host?,UNITED2026,2018-06-10T20:00:00Z,2018-06-13T08:42:58Z
4479,Who will win the 2018 Nevada Democratic gubernatorial primary?,DNOM.NVGOV18,2018-06-04T20:00:00Z,2018-06-13T08:41:58Z
4469,Who will win the 2018 Republican primary for Nevada's 3rd District?,RNOM.NV03.2018,2018-05-31T20:00:00Z,2018-06-13T08:40:56Z
4460,Who will win the 2018 South Carolina Democratic gubernatorial primary?,DNOM.SCGOV18,2018-06-04T20:00:00Z,2018-06-13T08:39:55Z
4203,Who will win the 2018 Nevada Democratic Senate primary?,DNOM.NVSEN18,2018-03-07T19:00:00Z,2018-06-13T08:38:54Z
3638,Will Dean Heller win the 2018 Nevada Republican Senate primary?,HELL.GOP.NVSEN18,2017-08-30T20:00:00Z,2018-06-13T08:37:53Z
4361,Who will win the 2018 Democratic primary for North Carolina's 2nd District?,DNOM.NC02.2018,2018-04-30T20:00:00Z,2018-06-12T22:58:33Z
4500,When will @realDonaldTrump first tweet following scheduled summit kickoff?,RDT.SUMMIT,2018-06-10T20:00:00Z,2018-06-12T00:15:48Z
4471,What will Trump's 538 job approval index be for June 11?,538.061118,2018-06-03T20:00:00Z,2018-06-12T00:14:44Z
4332,Where will Trump and Kim hold their 2018 meeting?,LOC.KIMTRUMP.2018,2018-04-22T20:00:00Z,2018-06-11T21:30:35Z
4136,Will Trump meet with Kim Jong-un in 2018?,KIMTRUMP.2018,2018-02-11T19:00:00Z,2018-06-11T21:29:23Z
3374,Will Supreme Court rule against Ohio in voting rights case?,OH.SCOTUS.2018,2017-06-15T20:00:00Z,2018-06-11T13:19:59Z
4465,What will Trump's RCP average job approval be at end of day June 8?,TA.060818,2018-05-31T20:00:00Z,2018-06-09T11:42:21Z
4309,Will Trump meet with Justin Trudeau in 2018?,TRUDEAUTRUMP.2018,2018-04-12T20:00:00Z,2018-06-08T17:44:43Z
4467,How many tweets will @potus post from noon June 1 to noon June 8?,POTUS.060818,2018-06-01T08:00:00Z,2018-06-08T12:21:32Z
4466,How many tweets will @vp post from noon June 1 to noon June 8?,VPTWEET.060818,2018-06-01T08:00:00Z,2018-06-08T12:20:29Z
4458,How many tweets will @whitehouse post from noon May 31 to noon June 7?,WH.060718,2018-05-31T08:00:00Z,2018-06-07T12:36:36Z
4454,Will Trump's Rasmussen approval be 47% or higher on June 6?,RAS.060618,2018-05-29T20:00:00Z,2018-06-07T08:52:23Z
4453,What will Democrats' 538 Congressional polling edge be for June 6?,C538.060618,2018-05-29T20:00:00Z,2018-06-07T08:51:22Z
4461,Will Republicans be locked out of the 2018 California senate race?,NOGOP.CASEN18,2018-05-30T20:00:00Z,2018-06-06T15:27:45Z
4462,Will Republicans be locked out of the 2018 California gubernatorial race?,NOGOP.CAGOV18,2018-05-30T20:00:00Z,2018-06-06T15:26:45Z
4464,Who will place first in the 2018 primary for California's 49th District?,1ST.CA49.2018,2018-05-30T20:00:00Z,2018-06-06T15:25:44Z
4472,Who will win the 2018 Democratic primary for New Jersey's 2nd District?,DNOM.NJ02.2018,2018-06-03T20:00:00Z,2018-06-06T15:24:42Z
4474,Who will win the 2018 Republican primary for New Jersey's 5th District?,RNOM.NJ05.2018,2018-06-03T20:00:00Z,2018-06-06T15:23:42Z
4478,What will the margin of victory be in the 2018 primary election in California's 23rd district?,MOV.CA23P.2018,2018-06-03T20:00:00Z,2018-06-06T15:22:42Z
4435,Who will win the 2018 South Dakota Republican gubernatorial primary?,RNOM.SDGOV18,2018-05-22T20:00:00Z,2018-06-06T15:21:41Z
4434,Who will win the 2018 Iowa Democratic gubernatorial primary?,DNOM.IAGOV18,2018-05-22T20:00:00Z,2018-06-06T15:20:40Z
4427,Will anyone win a majority in Alabama GOP gubernatorial primary first round?,MAJ.RNOM.ALGOV18,2018-05-21T20:00:00Z,2018-06-06T15:19:40Z
4426,Who will win the 2018 Alabama Republican gubernatorial primary?,RNOM.ALGOV18,2018-05-21T20:00:00Z,2018-06-06T15:18:39Z
4338,Who will win the 2018 Democratic primary for New Mexico's 1st District?,DNOM.NM01.2018,2018-04-23T20:00:00Z,2018-06-06T15:17:39Z
4215,Who will win the 2018 Montana Republican Senate primary?,RNOM.MTSEN18,2018-03-12T20:00:00Z,2018-06-06T15:16:37Z
4183,Who will win the 2018 Mississippi Republican Senate primary?,RNOM.MSSEN18,2018-02-28T19:00:00Z,2018-06-06T15:15:36Z
4057,Who will win the 2018 New Mexico Democratic gubernatorial primary?,DNOM.NMGOV18,2018-01-17T19:00:00Z,2018-06-06T15:14:35Z
3896,Will Bob Menendez win the 2018 New Jersey Democratic Senate primary?,MENE.DEM.NJSEN18,2017-11-16T19:00:00Z,2018-06-06T15:13:35Z
3882,Who will place 2nd in the 2018 California gubernatorial primary?,2.CAGOV18,2017-11-14T19:00:00Z,2018-06-06T15:12:34Z
3881,Who will place 1st in the 2018 California gubernatorial primary?,1.CAGOV18,2017-11-14T19:00:00Z,2018-06-06T15:11:30Z
3570,Will Kevin McCarthy succeed in the primary for California's 23rd District?,MCCA.PRI.CA23.2018,2017-08-07T20:00:00Z,2018-06-06T15:10:27Z
3566,Will Nancy Pelosi win the Democratic primary for California's 12th District?,PELO.DEM.CA12.2018,2017-08-06T20:00:00Z,2018-06-06T15:09:26Z
4452,How many tweets will @realDonaldTrump post from noon May 30 to noon June 6?,RDTS.060618,2018-05-30T08:00:00Z,2018-06-06T12:25:20Z
4445,What will Trump's 538 job approval index be for June 4?,538.060418,2018-05-27T20:00:00Z,2018-06-05T08:47:31Z
4346,Will SCOTUS rule this year that Masterpiece Cakeshop's 1A rights were violated?,CAKE.SCOTUS.2018,2018-04-24T20:00:00Z,2018-06-04T11:24:35Z
4440,What will Trump's RCP average job approval be at end of day June 1?,TA.060118,2018-05-24T20:00:00Z,2018-06-02T09:12:25Z
4442,How many tweets will @potus post from noon May 25 to noon June 1?,POTUS.060118,2018-05-25T08:00:00Z,2018-06-01T12:24:54Z
4441,How many tweets will @vp post from noon May 25 to noon June 1?,VPTWEET.060118,2018-05-25T08:00:00Z,2018-06-01T12:23:50Z
4318,Will the Senate pass Special Counsel Independence & Integrity Act by May 31?,SPASS.SCIIA.053118,2018-04-16T20:00:00Z,2018-06-01T09:19:41Z
4212,What will Trump's RCP average job approval be at end of day May 31?,TRUMPAPPR.053118,2018-03-11T20:00:00Z,2018-06-01T09:18:40Z
4043,Who will be president of Costa Rica on May 31?,CR.053118,2018-01-11T19:00:00Z,2018-06-01T09:17:37Z
4430,Will Italian parliament pass vote of confidence for Conte government by May 31?,CONTE.053118,2018-05-21T20:00:00Z,2018-05-31T18:36:14Z
4436,How many tweets will @whitehouse post from noon May 24 to noon May 31?,WH.053118,2018-05-24T08:00:00Z,2018-05-31T12:11:04Z
4433,Will Trump's Rasmussen approval be 48% or higher on May 30?,RAS.053018,2018-05-22T20:00:00Z,2018-05-31T10:03:56Z
4432,What will Democrats' 538 Congressional polling edge be for May 30?,C538.053018,2018-05-22T20:00:00Z,2018-05-31T10:02:56Z
4372,Who will win the GOP primary in Ohio's 12th District 2018 general election?,RNOM.OH12.2018,2018-05-02T20:00:00Z,2018-05-31T10:01:54Z
4370,Who will win the GOP primary in Ohio's 12th District 2018 special election?,RNOM.OH12S.2018,2018-05-02T20:00:00Z,2018-05-31T10:00:53Z
4431,How many tweets will @realDonaldTrump post from noon May 23 to noon May 30?,RDTS.053018,2018-05-23T08:00:00Z,2018-05-30T12:16:21Z
4358,What will the 2nd estimate of Q1 2018 GDP be?,2ND.1Q18GDP,2018-04-30T20:00:00Z,2018-05-30T09:11:09Z
4422,What will Trump's 538 job approval index be for May 28?,538.052818,2018-05-20T20:00:00Z,2018-05-29T09:04:19Z
4407,Will Irish voters pass abortion referendum in May 2018?,IRELAND.REF.MAY2018,2018-05-14T20:00:00Z,2018-05-26T19:02:16Z
4417,What will Trump's RCP average job approval be at end of day May 25?,TA.052518,2018-05-17T20:00:00Z,2018-05-26T09:51:57Z
4419,How many tweets will @vp post from noon May 18 to noon May 25?,VPTWEET.052518,2018-05-18T08:00:00Z,2018-05-25T12:34:14Z
4418,How many tweets will @potus post from noon May 18 to noon May 25?,POTUS.052518,2018-05-18T08:00:00Z,2018-05-25T12:33:09Z
3793,"Will Manhattan DA charge Harvey Weinstein by June 30, 2018?",WEINSTEIN.063017,2017-10-16T20:00:00Z,2018-05-25T10:07:01Z
4083,Will Dodd-Frank rollback bill S. 2155 be enacted by June 30?,S2155.063018,2018-01-24T19:00:00Z,2018-05-24T16:49:45Z
4412,How many tweets will @whitehouse post from noon May 17 to noon May 24?,WH.052418,2018-05-17T08:00:00Z,2018-05-24T12:53:35Z
4411,Will Trump's Rasmussen approval be 48% or higher on May 23?,RAS.052318,2018-05-15T20:00:00Z,2018-05-24T08:18:20Z
4410,What will Democrats' 538 Congressional polling edge be for May 23?,C538.052318,2018-05-15T20:00:00Z,2018-05-24T08:17:20Z
4409,How many tweets will @realDonaldTrump post from noon May 16 to noon May 23?,RDTS.052318,2018-05-16T08:00:00Z,2018-05-23T12:48:39Z
4415,What will the margin of victory be in the May 22 Georgia Republican gubernatorial primary?,RMOV.GAGOV18,2018-05-16T20:00:00Z,2018-05-23T09:37:27Z
4414,Who will win the 2018 Democratic primary for Arkansas' 2nd District?,DNOM.AR02.2018,2018-05-16T20:00:00Z,2018-05-23T09:36:25Z
4413,Who will win the 2018 Democratic primary for Kentucky's 6th District?,DNOM.KY06.2018,2018-05-16T20:00:00Z,2018-05-23T09:35:24Z
4132,Who will win the 2018 Republican primary for Texas's 21st District?,RNOM.TX21.2018,2018-02-07T19:00:00Z,2018-05-23T09:34:23Z
4131,Who will win the 2018 Republican primary for Texas's 6th District?,RNOM.TX06.2018,2018-02-07T19:00:00Z,2018-05-23T09:33:21Z
4130,Who will win the 2018 Democratic primary for Texas's 23rd District?,DNOM.TX23.2018,2018-02-07T19:00:00Z,2018-05-23T09:32:20Z
4423,Who will win the 2018 Republican primary for Texas's 2nd District?,RNOM.TX02.2018,2018-05-20T20:00:00Z,2018-05-23T09:31:19Z
4129,Who will win the 2018 Democratic primary for Texas's 7th District?,DNOM.TX07.2018,2018-02-07T19:00:00Z,2018-05-23T08:51:17Z
4056,Who will win the 2018 Texas Democratic gubernatorial primary?,DNOM.TXGOV18,2018-01-17T19:00:00Z,2018-05-23T08:50:15Z
4401,What will Trump's 538 job approval index be for May 21?,538.052118,2018-05-13T20:00:00Z,2018-05-22T09:10:26Z
4348,What will the NRCC's monthly fundraising be for April?,NRCC.FUNDRAISING.APR18,2018-04-25T20:00:00Z,2018-05-21T11:15:41Z
4048,Will Obama attend Prince Harry's wedding on May 19?,OBAMA.UKWEDDING,2018-01-15T19:00:00Z,2018-05-20T10:09:51Z
4025,Will Trump attend Prince Harry's wedding on May 19?,TRUMP.UKWEDDING,2018-01-07T19:00:00Z,2018-05-20T10:08:49Z
4349,What will the DCCC's monthly fundraising be for April?,DCCC.FUNDRAISING.APR18,2018-04-25T20:00:00Z,2018-05-19T07:27:56Z
4397,What will Trump's RCP average job approval be at end of day May 18?,TA.051818,2018-05-10T20:00:00Z,2018-05-19T07:26:55Z
4421,Will the House pass the Farm Bill on Friday?,H.FARM.051818,2018-05-17T20:00:00Z,2018-05-19T07:25:52Z
